,http://127.0.0.1:8000//media/images/tests/upload.png,http://127.0.0.1:8000//media/images/tests/upload_JTYpEIc.png,http://127.0.0.1:8000//media/images/tests/upload_KJwCoxE.png,http://127.0.0.1:8000//media/images/tests/upload_Kv3jOPU.png,http://127.0.0.1:8000//media/images/tests/upload_pJw13fq.png,http://127.0.0.1:8000//media/images/tests/upload_tZ6ADJx.png,http://127.0.0.1:8000//media/images/tests/upload_XhGlfCY.png,http://127.0.0.1:8000//media/images/tests/upload_YLM1noC.png,http://127.0.0.1:8000//media/images/tests/upload_zgHX8jA.png
0,None,None,ski,horse,None,horse,skateboard,snowmobile,horse
